NomFestival,Envergure,Region,Departement,Commune,CodePostal,Discipline,PeriodeFestival,GeocodageXY
Au Fil de La Marionnette,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Oloron-Sainte-Marie,64400,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.1560871189, -0.587546244432"
Ornai'songs,,Occitanie,Aude,Ornaisons,11200,Musique,Saison (21 juin - 5 septembre),"43.1784619561, 2.83659066279"
Clignancourt danse sur les rails,,Île-de-France,Paris,Paris,75018,Spectacle vivant,Saison (21 juin - 5 septembre),"48.8567, 2.3508"
Crak,,Île-de-France,Paris,Paris,75004,Musique,Après-saison (6 septembre - 31 décembre),"48.854228282, 2.35736193814"
Mois de la photo,,Île-de-France,Paris,Paris,75014,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"48.8567, 2.3508"
Tribu festival,Régionale,Bourgogne-Franche-Comté,Côte-d'Or,Dijon,21000,Musique,Après-saison (6 septembre - 31 décembre),"47.3229437965, 5.03788805877"
Jazz à Passa,,Occitanie,Pyrénées-Orientales,Passa,66300,Musique,Saison (21 juin - 5 septembre),"42.5650078478, 2.80463901382"
Festival Hestiv'oc,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Pau,64000,Spectacle vivant,Saison (21 juin - 5 septembre),"43.3200189773, -0.350337918181"
Ida Y Vuelta,,Occitanie,Pyrénées-Orientales,Perpignan,66000,Musique,Avant-saison (1er janvier - 20 juin),"42.6965954131, 2.89936953979"
Festival de Musique de Chambre,,Bretagne,Côtes-d'Armor,Perros-Guirec,22730,Musique,Saison (21 juin - 5 septembre),"48.8094393417, -3.46769227891"
Pirouésie,,Normandie,Manche,Pirou,50770,"Livre, littérature",Saison (21 juin - 5 septembre),"49.1646654807, -1.55903985715"
Rock en Stock,,Hauts-de-France,Pas-de-Calais,Etaples-sur-mer,62630,Musique,Saison (21 juin - 5 septembre),"50.5235816785, 1.65199985504"
Vivons les mots,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Mandelieu-La-Napoule,6210,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.5380510468, 6.91808936542"
L'estival,Intercommunale,Île-de-France,Yvelines,Poissy,78300,Musique,Après-saison (6 septembre - 31 décembre),"48.9235359371, 2.02715552772"
Hoop' Festival,,Nouvelle-Aquitaine,Dordogne,Excideuil,24160,Musique,Saison (21 juin - 5 septembre),"45.3293054433, 1.06217894627"
Fête du livre jeunesse,Intercommunale,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Manosque,4100,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.8354040831, 5.79106654173"
Les Renc'Arts à Pornichet,municipale,Pays de la Loire,Loire-Atlantique,Pornichet,44380,Spectacle vivant,Saison (21 juin - 5 septembre),"47.2615791665, -2.31415650821"
Festival BD de Puteaux,,Île-de-France,Hauts-de-Seine,Puteaux,92800,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"48.8837094969, 2.23834178314"
Jazz sur la ville,Régionale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13001,Musique,Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889"
La Défense Jazz Festival,,Île-de-France,Hauts-de-Seine,Puteaux,92800,Musique,Saison (21 juin - 5 septembre),"48.8837094969, 2.23834178314"
Les rockailles,,Auvergne-Rhône-Alpes,Haute-Savoie,Reignier-Esery,74930,Musique,Saison (21 juin - 5 septembre),"46.1353479879, 6.26126122824"
Jap'anime,,Grand Est,Marne,Reims,51100,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"49.2514906066, 4.0402302322"
Rue des livres,,Bretagne,Ille-et-Vilaine,Rennes,35000,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"48.1119791219, -1.68186449144"
BD'art,Intercommunale,Auvergne-Rhône-Alpes,Loire,Rive-de-Gier,42800,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"45.5232368969, 4.61000981421"
Les Voix de Noël,Départementale,Pays de la Loire,Vendée,Rives-d'Autise,85240,Musique,Après-saison (6 septembre - 31 décembre),"46.424726987, -0.665995249042"
Festival des Premieres parties,,Occitanie,Aveyron,Rodez,12000,Musique,Après-saison (6 septembre - 31 décembre),"44.3582426254, 2.5672793892"
En Images,,Île-de-France,Val-d'Oise,Roissy-en-France,95700,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"49.00660444, 2.51417743519"
Jazz'in Rosko,,Bretagne,Finistère,Roscoff,29680,Musique,Avant-saison (1er janvier - 20 juin),"48.7123362901, -3.989722876"
Silence,,Île-de-France,Seine-Saint-Denis,Rosny-sous-Bois,93110,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.8745763768, 2.4863404591"
Ciné Friendly,,Normandie,Seine-Maritime,Rouen,76000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"49.4413460103, 1.09256784278"
Festival Vibrations,,Normandie,Seine-Maritime,Rouen,76000,Musique,Saison (21 juin - 5 septembre),"49.4413460103, 1.09256784278"
La Route des Carrelets,,Nouvelle-Aquitaine,Charente-Maritime,Royan,17200,Spectacle vivant,Saison (21 juin - 5 septembre),"45.6346574238, -1.01791403375"
Printemps musical en Pays Roannais,Départementale,Auvergne-Rhône-Alpes,Loire,Saint-André-d'Apchon,42370,Musique,Avant-saison (1er janvier - 20 juin),"46.0272361831, 3.93483213636"
Vive le feu,,Centre-Val de Loire,Loir-et-Cher,Saint-Claude-de-Diray,41350,Musique,Saison (21 juin - 5 septembre),"47.6176924713, 1.41960449512"
Festhéa,,Centre-Val de Loire,Indre-et-Loire,Saint-Cyr-sur-Loire,37540,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"47.4185650638, 0.657856616894"
Les monstrueuses rencontres,,Auvergne-Rhône-Alpes,Drôme,Saint-Donat-sur-l'Herbasse,26260,Spectacle vivant,Saison (21 juin - 5 septembre),"45.1260127512, 4.98461565912"
Festi'lalie,,Nouvelle-Aquitaine,Gironde,Sainte-Eulalie,33560,Spectacle vivant,Saison (21 juin - 5 septembre),"44.9016662079, -0.479039252599"
Jours de fête du court métrage d'humour,departementale,Centre-Val de Loire,Indre,Sainte-Sévère-sur-Indre,36160,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"46.5042219323, 2.06769602901"
Blues en Loire,Intercommunale,Bourgogne-Franche-Comté,Nièvre,La Charité-sur-Loire,58400,Musique,Saison (21 juin - 5 septembre),"47.1835862006, 3.02885515594"
Les Brumes en jeune Loire,Nationale,Auvergne-Rhône-Alpes,Haute-Loire,Sainte-Sigolène,43600,Musique,Saison (21 juin - 5 septembre),"45.2470426213, 4.22851598334"
Positive Education festival,,Auvergne-Rhône-Alpes,Loire,Saint-Étienne,42000,Musique,Après-saison (6 septembre - 31 décembre),"45.4301235512, 4.37913997076"
Détours en Cinécourt,,Occitanie,Haute-Garonne,Saint-Genies-Bellevue,31180,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"43.6848850771, 1.48047033439"
"Festival Les Marteaux de Gellone, fabrique de musiques médiévales",,Occitanie,Hérault,Saint-Guilhem-le-Désert,34150,Musique,Avant-saison (1er janvier - 20 juin),"43.756664412, 3.54505481445"
Place aux nouvelles,,Occitanie,Tarn-et-Garonne,Lauzerte,82110,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"44.2642995725, 1.12713270139"
Festival Baleapop,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Saint-Jean-de-Luz,64500,Musique,Saison (21 juin - 5 septembre),"43.3947886873, -1.63099021573"
Jazz au fil du Cher,,Auvergne-Rhône-Alpes,Allier,Lavault-Sainte-Anne,3310,Musique,Saison (21 juin - 5 septembre),"46.3086016059, 2.60160340266"
Festival international du film de Saint-Jean-de-Luz,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Saint-Jean-de-Luz,64500,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.3947886873, -1.63099021573"
Classique au large,,Bretagne,Ille-et-Vilaine,Saint-Malo,35400,Musique,Avant-saison (1er janvier - 20 juin),"48.6400443482, -1.98060627256"
Festival de la Clarté Dieu,,Centre-Val de Loire,Indre-et-Loire,Saint-Paterne-Racan,37370,Musique,Saison (21 juin - 5 septembre),"47.5816905056, 0.466637692187"
Festival du film de Saint-Paul-Trois-Châteaux,Intercommunale,Auvergne-Rhône-Alpes,Drôme,Saint-Paul-trois-Château,26130,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"44.3482808478, 4.75744934383"
Nohant Festival Chopin,,Centre-Val de Loire,Indre,Nohant-Vic,36400,Musique,Avant-saison (1er janvier - 20 juin),"46.6401357121, 1.95677952761"
"Festival MEME PAS PEUR, le Festival International du Film Fantastique de La Réunion",,La Réunion,La Réunion,Saint-Philippe,97442,"Cinéma, audiovisuel",Février,"-21.3040005374, 55.7454668204"
Fifres de Garonne,,Nouvelle-Aquitaine,Gironde,Saint-Pierre-d'Aurillac,33490,Musique,Saison (21 juin - 5 septembre),"44.5791928369, -0.192914222319"
À la Croisée des Chap',,Auvergne-Rhône-Alpes,Rhône,Saint-Symphorien-sur-Coise,69590,Pluridisciplinaire,Saison (21 juin - 5 septembre),"45.6308546357, 4.45042661825"
Théâtre d’été à Samatan,Intercommunale,Occitanie,Gers,Samatan,32130,Spectacle vivant,Saison (21 juin - 5 septembre),"43.4935426323, 0.934596447621"
Un auteur au bistrot,Intercommunale,Auvergne-Rhône-Alpes,Haute-Savoie,Samoëns,74340,"Livre, littérature",Saison (21 juin - 5 septembre),"46.0878467821, 6.74329361493"
Biltzar des Écrivains du Pays Basque,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Sare,64310,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.296231493, -1.58652920554"
Salon du Livre Jeunesse,,Nouvelle-Aquitaine,Dordogne,Sarlat-la-Canéda,24200,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"44.8983558068, 1.2066486429"
Sathonay Blues festival,,Auvergne-Rhône-Alpes,Métropole de Lyon,Sathonay-Village,69580,Musique,Avant-saison (1er janvier - 20 juin),"45.8402514448, 4.88563860144"
Empreinte festival,,Grand Est,Haut-Rhin,Sausheim,68390,Musique,Après-saison (6 septembre - 31 décembre),"47.7824980107, 7.40065794746"
MusicaSens,,Bourgogne-Franche-Comté,Yonne,Sens,89100,Spectacle vivant,Saison (21 juin - 5 septembre),"48.1956727015, 3.29793332552"
Le Beau Festival,,Île-de-France,Paris,Paris,75018,Musique,Avant-saison (1er janvier - 20 juin),"48.8567, 2.3508"
Les Trad'hivernales,,Occitanie,Gard,Sommières,30250,Musique,Avant-saison (1er janvier - 20 juin),"43.7756118498, 4.08232743857"
Festival Un soir au parc,,Provence-Alpes-Côte d'Azur,Vaucluse,Sorgue,84800,Pluridisciplinaire,Saison (21 juin - 5 septembre),"43.913397592, 5.05664277545"
Suresnes Cités Danse,,Île-de-France,Hauts-de-Seine,Suresnes,92150,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.8698479132, 2.21965517625"
Films femmes Méditerranée,Régionale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889"
Alpin'Dub,,Auvergne-Rhône-Alpes,Isère,Theys,38570,Musique,Saison (21 juin - 5 septembre),"45.2975465976, 6.01339575189"
La Pamparina,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Thiers,63300,Musique,Saison (21 juin - 5 septembre),"45.8620554106, 3.53945258847"
Festival de théâtre amateur,,Provence-Alpes-Côte d'Azur,Var,Toulon,83200,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.1361589728, 5.93239634249"
Liberté + in&out toulon,,Provence-Alpes-Côte d'Azur,Var,Toulon,83000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.1361589728, 5.93239634249"
Agit Au Vert,,Occitanie,Haute-Garonne,Toulouse,31500,Spectacle vivant,Saison (21 juin - 5 septembre),"43.5963814303, 1.43167293364"
Cinéma en plein air,,Occitanie,Haute-Garonne,Toulouse,31000,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"43.5963814303, 1.43167293364"
Extrême Cinéma,,Occitanie,Haute-Garonne,Toulouse,31000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"43.5963814303, 1.43167293364"
Festival international Piano aux Jacobins,,Occitanie,Haute-Garonne,Toulouse,31000,Musique,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Kinopolska,,Occitanie,Haute-Garonne,Toulouse,31100,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Le Marathon des mots,Régionale,Occitanie,Haute-Garonne,Toulouse,31000,"Livre, littérature",Saison (21 juin - 5 septembre),"43.5963814303, 1.43167293364"
Neufneuf,Régionale,Occitanie,Haute-Garonne,Toulouse,31000,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Plumes d'Afrique,,Centre-Val de Loire,Indre-et-Loire,Tours,37000,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"47.3986382281, 0.696526376417"
Tours d'Horizon,Intercommunale,Centre-Val de Loire,Indre-et-Loire,Tours,37000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"47.3986382281, 0.696526376417"
Trèbes en chansons,,Occitanie,Aude,Trèbes,11800,Musique,Après-saison (6 septembre - 31 décembre),"43.2054644637, 2.45954102477"
Festival des scénaristes de Valence,Nationale,Auvergne-Rhône-Alpes,Drôme,Valence,26000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"44.9229811667, 4.91444013136"
TaParole,,Île-de-France,Seine-Saint-Denis,Montreuil,93100,Musique,Avant-saison (1er janvier - 20 juin),"48.8633175054, 2.44816211857"
Fêtes Historiques,,Bretagne,Morbihan,Vannes,56000,Spectacle vivant,Saison (21 juin - 5 septembre),"47.6597493766, -2.75714329498"
Promenades Photographiques,Régionale,Centre-Val de Loire,Loir-et-Cher,Vendôme,41100,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"47.8013026692, 1.06106057175"
Urban Street Art urbain,,Auvergne-Rhône-Alpes,Isère,Vienne,38200,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"45.520578372, 4.88135156154"
Printemps des poètes,Intercommunale,Auvergne-Rhône-Alpes,Isère,Villefontaine,38090,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.6136289454, 5.15547673355"
Rencontres du cinéma francophone,Régionale,Auvergne-Rhône-Alpes,Rhône,Villefranche-sur-Saône,69400,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"45.9874596667, 4.73174007305"
Festival Villeneuve en scène,Régionale,Occitanie,Gard,Villeneuve-Lès-Avignon,30400,Spectacle vivant,Saison (21 juin - 5 septembre),"43.9771673582, 4.79466040665"
Sucs en Scène,,Auvergne-Rhône-Alpes,Haute-Loire,Yssingeaux,43200,Musique,Saison (21 juin - 5 septembre),"45.1393761299, 4.13104937731"
Les folies vocales d'Agen,,Nouvelle-Aquitaine,Lot-et-Garonne,Agen,47000,Musique,Avant-saison (1er janvier - 20 juin),"44.2028139104, 0.625583928763"
Rock en maine,,Pays de la Loire,Loire-Atlantique,Aigrefeuille-sur-Maine,44140,Musique,Après-saison (6 septembre - 31 décembre),"47.0719256611, -1.41556455507"
Les nuits pianistiques,Régionale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,Musique,Saison (21 juin - 5 septembre),"43.5360708378, 5.39857444582"
Musique dans la rue,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,Musique,Saison (21 juin - 5 septembre),"43.5360708378, 5.39857444582"
Les Vendanges d'octobre,,Occitanie,Pyrénées-Orientales,Alenya,66200,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"42.6407019491, 2.98145485065"
"Stuwa, parcours d'art et nature contemporain",,Grand Est,Haut-Rhin,Altkirch,68130,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"47.6210336538, 7.24484329622"
Jazz sur Seine,,Île-de-France,Paris,Paris,75001,Musique,Après-saison (6 septembre - 31 décembre),"48.8626304852, 2.33629344655"
La ronde des copains du monde,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Ambert,63600,Musique,Saison (21 juin - 5 septembre),"45.5557839461, 3.75625356567"
Premiers Plans,,Pays de la Loire,Maine-et-Loire,Angers,49100,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"47.476837416, -0.556125995444"
Coconut Music Festival,,Nouvelle-Aquitaine,Charente-Maritime,Saintes,17100,Musique,Après-saison (6 septembre - 31 décembre),"45.7422300162, -0.649623035643"
Imperial Live festival,,Auvergne-Rhône-Alpes,Haute-Savoie,Annecy,74000,Musique,Saison (21 juin - 5 septembre),"45.8906432566, 6.12551773598"
Les Héros du quotidien,,Bourgogne-Franche-Comté,Saône-et-Loire,Anost,71550,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"47.0770713545, 4.09241779804"
Seytou Africa,,Île-de-France,Paris,Paris,75005,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"48.8445086596, 2.34985938556"
Festival de l'orgue d'Argenton,,Centre-Val de Loire,Indre,Argenton-sur-Creuse,36200,Musique,Saison (21 juin - 5 septembre),"46.5787862593, 1.4926283101"
Salon Livre à part,,Île-de-France,Val-de-Marne,Saint-Mandé,94160,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"48.842440243, 2.4192191088"
Armentières en bulles,Communale,Hauts-de-France,Nord,Armentières,59280,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"50.6913797537, 2.8797155328"
BD Mania,,Pays de la Loire,Sarthe,Arnage,72230,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"47.9292220095, 0.191344248929"
Arras film festival,,Hauts-de-France,Pas-de-Calais,Arras,62000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"50.2898964997, 2.76587316711"
Big Bang Festival,,Île-de-France,Seine-Saint-Denis,Aubervilliers,93300,Musique,Après-saison (6 septembre - 31 décembre),"48.9121722626, 2.38445513768"
Festival des Cro Mignons,Régionale,Bourgogne-Franche-Comté,Yonne,Auxerre,89000,Musique,Après-saison (6 septembre - 31 décembre),"47.793488225, 3.58168281761"
Images Sonores,Transfrontalière,Bourgogne-Franche-Comté,Yonne,Auxerre,89000,Musique,Saison (21 juin - 5 septembre),"47.793488225, 3.58168281761"
Musiques en Champagne,,Grand Est,Marne,Aÿ-Champagne,51160,Musique,Après-saison (6 septembre - 31 décembre),"49.0625907596, 3.9973447815"
Bagnols Reggae Festival,,Occitanie,Gard,Bagnols-sur-Cèze,30200,Musique,Saison (21 juin - 5 septembre),"44.1622496736, 4.62477380854"
Festival du clown Comme un petit coquelicot...,,Occitanie,Lozère,Barjac,48000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.5220189708, 3.40925330342"
Nou Se Yon Festival,Communale,Guadeloupe,Guadeloupe,Basse-Terre,97100,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"16.0004645662, -61.7281032959"
Urban Spaces - Rencontres des cultures urbaines,Intercommunale,Normandie,Calvados,Bayeux,14400,Pluridisciplinaire,Saison (21 juin - 5 septembre),"49.2776559195, -0.704625495378"
Les Ethiopiques,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Bayonne,64100,Musique,Avant-saison (1er janvier - 20 juin),"43.4922254016, -1.46607674358"
Festival Flam',,Nouvelle-Aquitaine,Gironde,Bayon-sur-Gironde,33710,Musique,Saison (21 juin - 5 septembre),"45.0433426263, -0.609639022961"
Les Dimanches Animés,,Bretagne,Ille-et-Vilaine,Bazouges-la-Pérouse,35560,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.4405619878, -1.56381100666"
Rue des arts,Intercommunale,Centre-Val de Loire,Indre-et-Loire,Beaulieu-lès-Loches,37600,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"47.1281892877, 1.02294110179"
Rencontres du cinéma de Beaurepaire,,Auvergne-Rhône-Alpes,Isère,Beaurepaire,38270,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"45.3365279901, 5.04348562581"
Les Nuits Magiques. Festival international du Film d'animation,,Nouvelle-Aquitaine,Gironde,Bègles,33130,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"44.8016009051, -0.547755768448"
Mois de la photo,Transfrontalière,Bourgogne-Franche-Comté,Territoire de Belfort,Belfort,90000,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"47.6471539414, 6.84541206237"
Mois du livre,Intercommunale,Bourgogne-Franche-Comté,Territoire de Belfort,Belfort,90000,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"47.6471539414, 6.84541206237"
Festival National de Bellac,,Nouvelle-Aquitaine,Haute-Vienne,Bellac,87300,Spectacle vivant,Saison (21 juin - 5 septembre),"46.1049122554, 1.04116467219"
Festival Ribambelle,Intercommunale,Normandie,Calvados,Blainville-sur-Orne,14550,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"49.2281536645, -0.304322423176"
